Tempo	T_cold_in(C)	T_hot_in(C)	T_hot_out(C)	T_cold_out(C)	mdot_cold(kg/s)	mdot_air(kg/s)	Diferencial_cold(bar)	Diferencial_hot(bar)	mdot_hot(kg/s)	ABS_cold(bar)	ABS_hot(bar)	q_cold(kW)	q_hot(kW)	ASFASYFY	Tau_cold_haste	Re_hot	Re_cold	U_global	PSIG_cold(bar)	R_fouling	PSIG_hot(bar)	PSID_hot(bar)	m_dot_hot	PSID_cold(bar)	m_dot_cold	
81.76187	24.529	39.69682	39.5592	26.5236	-1.18512	0.04867	1.38408	1.41904	-3.02442	0.06341	-0.08562	-25.22902	-0.68229	418.81313	408.49641	-18235.73726	-9589.51491	Inf  	#NOME?	0.00627	0.00003	0.0042	0.00493	0.01035	0	0
82.76217	24.53662	39.69444	39.55797	26.52603	-1.18512	0.04917	1.38468	1.42264	-3.02442	0.06502	-0.08565	-25.16348	-0.67654	419.8777	408.67258	-18237.85551	-9589.19175	Inf  	#NOME?	0.00628	0.00003	0.00421	0.00494	0.01035	0	0
83.76182	24.54372	39.69193	39.55583	26.52866	-1.18512	0.04988	1.38543	1.41911	-3.02442	0.06612	-0.0857	-25.1069	-0.67474	418.83361	408.89455	-18239.90844	-9588.77486	Inf  	#NOME?	0.00627	0.00003	0.00421	0.00496	0.01036	0	0
84.76141	24.55033	39.69049	39.55421	26.53162	-1.18512	0.05049	1.38539	1.4212	-3.02442	0.06589	-0.08566	-25.0607	-0.67563	419.45132	408.88275	-18241.92779	-9588.50029	Inf  	#NOME?	0.00627	0.00003	0.00421	0.00497	0.01036	0	0
85.76277	24.55741	39.68806	39.55177	26.53421	-1.18512	0.05026	1.38653	1.41972	-3.02442	0.06569	-0.08568	-25.00384	-0.67566	419.01591	409.21994	-18243.96728	-9588.0635	Inf  	#NOME?	0.00627	0.00003	0.00421	0.00497	0.01036	0	0
86.76638	24.56466	39.68672	39.55023	26.53675	-1.18512	0.05111	1.38522	1.42147	-3.02442	0.06622	-0.08563	-24.94423	-0.67661	419.53067	408.83201	-18246.03136	-9587.80588	Inf  	#NOME?	0.00627	0.00003	0.00421	0.00498	0.01036	0	0
87.76659	24.57221	39.68383	39.54715	26.53988	-1.18512	0.05037	1.38556	1.42099	-3.02442	0.06604	-0.08568	-24.88838	-0.67758	419.39065	408.934	-18248.28499	-9587.27119	Inf  	#NOME?	0.00627	0.00003	0.00421	0.00497	0.01036	0	0
88.76811	24.58022	39.68181	39.54619	26.5438	-1.18512	0.05096	1.38451	1.41859	-3.02442	0.06483	-0.08567	-24.83667	-0.67234	418.68145	408.62355	-18250.80172	-9587.00414	Inf  	#NOME?	0.00627	0.00003	0.00421	0.00498	0.01035	0	0
89.76772	24.58657	39.68012	39.54435	26.547	-1.18512	0.05027	1.38527	1.41974	-3.02442	0.06637	-0.08576	-24.79683	-0.67309	419.02107	408.84721	-18252.81704	-9586.68759	Inf  	#NOME?	0.00627	0.00002	0.00421	0.00497	0.01036	0	0
90.7678	24.59316	39.67943	39.54319	26.54975	-1.18512	0.05041	1.3846	1.42033	-3.02442	0.06635	-0.08569	-24.74826	-0.67545	419.19514	408.64846	-18254.78506	-9586.52136	Inf  	#NOME?	0.00627	0.00003	0.00421	0.00497	0.01035	0	0
91.76923	24.60105	39.67752	39.54052	26.55368	-1.18512	0.04856	1.3844	1.4223	-3.02442	0.06455	-0.08563	-24.6981	-0.67916	419.77482	408.58959	-18257.28102	-9586.11112	Inf  	#NOME?	0.00628	0.00003	0.00421	0.00493	0.01035	0	0
92.76856	24.60896	39.67524	39.53914	26.55731	-1.18512	0.0499	1.38701	1.4175	-3.02442	0.06472	-0.08572	-24.64409	-0.67474	418.358	409.36165	-18259.7159	-9585.78295	Inf  	#NOME?	0.00627	0.00003	0.00421	0.00496	0.01037	0	0
93.7687	24.61585	39.67456	39.53772	26.56052	-1.18512	0.0498	1.38569	1.42106	-3.02442	0.06504	-0.08566	-24.59756	-0.67834	419.41019	408.96962	-18261.84781	-9585.59483	Inf  	#NOME?	0.00627	0.00003	0.00421	0.00496	0.01036	0	0
94.7688	24.62262	39.6737	39.53672	26.56406	-1.18512	0.04918	1.38531	1.41861	-3.02442	0.06334	-0.08567	-24.55662	-0.67907	418.68764	408.85942	-18264.02239	-9585.42846	Inf  	#NOME?	0.00627	0.00003	0.0042	0.00494	0.01036	0	0
95.7687	24.63116	39.6722	39.5359	26.56821	-1.18512	0.05069	1.38353	1.42119	-3.02442	0.06486	-0.08562	-24.50118	-0.67571	419.44903	408.33338	-18266.70175	-9585.21992	Inf  	#NOME?	0.00627	0.00003	0.00421	0.00497	0.01035	0	0
96.76858	24.63824	39.67158	39.53436	26.57166	-1.18512	0.0506	1.38309	1.41375	-3.02442	0.06463	-0.08573	-24.45523	-0.68027	417.25273	408.20254	-18268.92319	-9585.02689	Inf  	#NOME?	0.00626	0.00003	0.00421	0.00497	0.01035	0	0
97.7697	24.64579	39.67078	39.53516	26.57574	-1.18512	0.05053	1.38326	1.41754	-3.02442	0.0644	-0.08569	-24.41131	-0.67232	418.37046	408.2545	-18271.38034	-9585.02689	Inf  	#NOME?	0.00627	0.00003	0.00421	0.00497	0.01035	0	0
98.76975	24.6524	39.67107	39.53487	26.58002	-1.18512	0.05046	1.38367	1.41814	-3.02442	0.06475	-0.08564	-24.38185	-0.67521	418.54748	408.37384	-18273.67706	-9585.02689	Inf  	#NOME?	0.00627	0.00003	0.00421	0.00497	0.01035	0	0
99.77002	24.66058	39.67046	39.53333	26.58466	-1.18512	0.05114	1.38333	1.41783	-3.02442	0.06504	-0.08571	-24.337	-0.67982	418.45719	408.27521	-18276.3836	-9584.83457	Inf  	#NOME?	0.00627	0.00003	0.00421	0.00498	0.01035	0	0
100.7697	24.6678	39.66876	39.53362	26.59048	-1.18512	0.05082	1.3836	1.41752	-3.02442	0.06376	-0.08565	-24.31939	-0.66995	418.36481	408.35402	-18279.13501	-9584.70828	Inf  	#NOME?	0.00627	0.00003	0.0042	0.00498	0.01035	0	0
101.7697	24.6743	39.66794	39.533	26.59381	-1.18512	0.05038	1.38379	1.42177	-3.02442	0.06484	-0.08565	-24.27926	-0.66894	419.6193	408.40922	-18281.21049	-9584.57852	Inf  	#NOME?	0.00627	0.00003	0.00421	0.00497	0.01035	0	0
102.76991	24.68178	39.66763	39.5326	26.59821	-1.18512	0.0509	1.38418	1.41707	-3.02442	0.06492	-0.08564	-24.24037	-0.66939	418.23121	408.52464	-18283.71962	-9584.51516	Inf  	#NOME?	0.00627	0.00003	0.00421	0.00498	0.01035	0	0
103.76967	24.69007	39.66788	39.53266	26.60332	-1.18512	0.05135	1.38375	1.41688	-3.02442	0.06426	-0.08567	-24.20005	-0.67033	418.17683	408.39971	-18286.54942	-9584.54332	Inf  	#NOME?	0.00627	0.00003	0.00421	0.00499	0.01035	0	0
104.76967	24.69843	39.66708	39.53182	26.60875	-1.18512	0.05017	1.38318	1.41703	-3.02442	0.06504	-0.08562	-24.16293	-0.67056	418.22071	408.22893	-18289.46116	-9584.39542	Inf  	#NOME?	0.00627	0.00003	0.00421	0.00496	0.01035	0	0
105.77093	24.70586	39.66531	39.5313	26.61209	-1.18512	0.04918	1.38466	1.42234	-3.02442	0.06311	-0.08565	-24.11136	-0.66434	419.78879	408.66659	-18291.73531	-9584.19101	Inf  	#NOME?	0.00628	0.00003	0.0042	0.00494	0.01035	0	0
106.77153	24.71426	39.66548	39.5292	26.61697	-1.18512	0.04953	1.38393	1.42265	-3.02442	0.06538	-0.08572	-24.06675	-0.67561	419.88062	408.45282	-18294.5393	-9584.01746	Inf  	#NOME?	0.00628	0.00003	0.00421	0.00495	0.01035	0	0
107.77195	24.72248	39.66476	39.52782	26.62173	-1.18512	0.04954	1.38454	1.41817	-3.02442	0.06407	-0.08568	-24.023	-0.67886	418.55641	408.6314	-18297.27942	-9583.82962	Inf  	#NOME?	0.00627	0.00003	0.00421	0.00495	0.01035	0	0
108.77146	24.72997	39.66463	39.52721	26.62641	-1.18512	0.04984	1.38508	1.41717	-3.02442	0.06563	-0.08573	-23.98746	-0.68124	418.26107	408.78977	-18299.85149	-9583.7633	Inf  	#NOME?	0.00627	0.00003	0.00421	0.00496	0.01036	0	0
109.77253	24.73765	39.66455	39.52782	26.63016	-1.18512	0.05082	1.38485	1.42047	-3.02442	0.06534	-0.08568	-23.93775	-0.67782	419.23621	408.72294	-18302.26618	-9583.81043	Inf  	#NOME?	0.00627	0.00003	0.00421	0.00498	0.01036	0	0
110.77382	24.74529	39.66324	39.52781	26.63576	-1.18512	0.05065	1.38429	1.42037	-3.02442	0.06594	-0.08569	-23.91192	-0.6714	419.20549	408.55866	-18305.06045	-9583.69165	Inf  	#NOME?	0.00627	0.00003	0.00421	0.00497	0.01035	0	0
111.77451	24.75338	39.66366	39.52811	26.64093	-1.18512	0.05109	1.38436	1.41803	-3.02442	0.06666	-0.0857	-23.87502	-0.67201	418.51707	408.5797	-18307.86124	-9583.75735	Inf  	#NOME?	0.00627	0.00003	0.00421	0.00498	0.01035	0	0
112.77549	24.76124	39.66304	39.52703	26.64584	-1.18512	0.05019	1.38468	1.41584	-3.02442	0.06372	-0.08568	-23.83773	-0.67427	417.86995	408.67224	-18310.56077	-9583.60464	Inf  	#NOME?	0.00627	0.00003	0.0042	0.00496	0.01035	0	0
113.77587	24.77079	39.66244	39.52667	26.651	-1.18512	0.04847	1.38547	1.41537	-3.02442	0.0655	-0.08571	-23.78224	-0.67309	417.73067	408.90716	-18313.66788	-9583.51904	Inf  	#NOME?	0.00626	0.00003	0.00421	0.00493	0.01036	0	0
114.77632	24.77776	39.66273	39.52772	26.65543	-1.18512	0.04879	1.38491	1.41938	-3.02442	0.06428	-0.08567	-23.75	-0.66931	418.91308	408.74154	-18316.07631	-9583.63791	Inf  	#NOME?	0.00627	0.00003	0.00421	0.00494	0.01036	0	0
115.77729	24.7858	39.66276	39.52746	26.6603	-1.18512	0.05089	1.38427	1.42087	-3.02442	0.06621	-0.08567	-23.70993	-0.67073	419.35529	408.55141	-18318.80501	-9583.61788	Inf  	#NOME?	0.00627	0.00003	0.00421	0.00498	0.01035	0	0
116.77647	24.79433	39.66235	39.52743	26.66608	-1.18512	0.04904	1.38402	1.4197	-3.02442	0.06342	-0.08563	-23.67507	-0.66888	419.00833	408.47732	-18321.82742	-9583.57882	Inf  	#NOME?	0.00627	0.00003	0.0042	0.00494	0.01035	0	0
117.77735	24.80283	39.6626	39.52775	26.67177	-1.18512	0.05052	1.38267	1.41993	-3.02442	0.06468	-0.08568	-23.63964	-0.66853	419.07526	408.07863	-18324.82598	-9583.62982	Inf  	#NOME?	0.00627	0.00003	0.00421	0.00497	0.01035	0	0
118.77783	24.81047	39.66199	39.52829	26.67714	-1.18512	0.04923	1.3844	1.41703	-3.02442	0.06539	-0.08567	-23.61083	-0.66278	418.22121	408.59097	-18327.57556	-9583.62323	Inf  	#NOME?	0.00627	0.00003	0.00421	0.00495	0.01035	0	0
119.77858	24.81894	39.66181	39.52754	26.6826	-1.18512	0.04936	1.38381	1.41978	-3.02442	0.06547	-0.08561	-23.57286	-0.66566	419.03262	408.41531	-18330.51771	-9583.54008	Inf  	#NOME?	0.00627	0.00003	0.00421	0.00495	0.01035	0	0
120.7787	24.82701	39.66342	39.52709	26.68661	-1.18512	0.04984	1.38409	1.41955	-3.02442	0.06373	-0.08571	-23.52156	-0.67586	418.96529	408.49741	-18333.07173	-9583.64386	Inf  	#NOME?	0.00627	0.00003	0.0042	0.00496	0.01035	0	0
121.7787	24.8348	39.66322	39.52775	26.69238	-1.18512	0.0498	1.38521	1.42146	-3.02442	0.06397	-0.08564	-23.49595	-0.67157	419.52874	408.82923	-18335.9376	-9583.68532	Inf  	#NOME?	0.00627	0.00003	0.0042	0.00496	0.01036	0	0
122.77868	24.84302	39.66421	39.52842	26.69783	-1.18512	0.04915	1.38357	1.42003	-3.02442	0.06388	-0.0857	-23.46083	-0.67318	419.10566	408.34469	-18338.82586	-9583.83333	Inf  	#NOME?	0.00627	0.00003	0.0042	0.00494	0.01035	0	0
123.77867	24.85047	39.66529	39.53028	26.70345	-1.18512	0.04932	1.38444	1.41958	-3.02442	0.06467	-0.08563	-23.43777	-0.66928	418.97378	408.60165	-18341.58993	-9584.09745	Inf  	#NOME?	0.00627	0.00003	0.00421	0.00495	0.01035	0	0
124.7787	24.85953	39.66601	39.53093	26.70965	-1.18512	0.04882	1.38548	1.41704	-3.02442	0.0661	-0.08572	-23.40149	-0.66966	418.22363	408.90761	-18344.81606	-9584.22058	Inf  	#NOME?	0.00627	0.00003	0.00421	0.00494	0.01036	0	0
125.77866	24.86783	39.66638	39.532	26.71444	-1.18512	0.0478	1.38381	1.42121	-3.02442	0.06659	-0.08566	-23.35724	-0.66622	419.45345	408.41658	-18347.58385	-9584.3492	Inf  	#NOME?	0.00627	0.00003	0.00421	0.00492	0.01035	0	0
126.77974	24.87473	39.66654	39.53198	26.71903	-1.18512	0.05044	1.38416	1.42053	-3.02442	0.06445	-0.08563	-23.32794	-0.66706	419.25377	408.51937	-18350.01074	-9584.36165	Inf  	#NOME?	0.00627	0.00003	0.00421	0.00497	0.01035	0	0
127.7807	24.88414	39.66745	39.53309	26.72485	-1.18512	0.0499	1.38441	1.41863	-3.02442	0.06563	-0.08567	-23.28254	-0.66606	418.69308	408.59385	-18353.2333	-9584.54281	Inf  	#NOME?	0.00627	0.00003	0.00421	0.00496	0.01035	0	0
128.78182	24.89239	39.66861	39.53351	26.73092	-1.18512	0.0484	1.384	1.41915	-3.02442	0.06484	-0.08569	-23.25499	-0.66974	418.84718	408.47318	-18356.25938	-9584.68418	Inf  	#NOME?	0.00627	0.00003	0.00421	0.00493	0.01035	0	0
129.78278	24.90064	39.66931	39.53517	26.73651	-1.18512	0.04892	1.38367	1.42315	-3.02442	0.06427	-0.08562	-23.22132	-0.66504	420.02803	408.37351	-18359.1885	-9584.89583	Inf  	#NOME?	0.00628	0.00003	0.00421	0.00494	0.01035	0	0
130.78323	24.90889	39.66938	39.53616	26.74201	-1.18512	0.05005	1.38321	1.41763	-3.02442	0.06458	-0.08563	-23.1865	-0.66041	418.39903	408.23981	-18362.09505	-9584.99099	Inf  	#NOME?	0.00627	0.00003	0.00421	0.00496	0.01035	0	0
131.7824	24.91756	39.67049	39.53689	26.74909	-1.18512	0.05058	1.38472	1.41527	-3.02442	0.06531	-0.08567	-23.1664	-0.66232	417.70227	408.68492	-18365.42535	-9585.15637	Inf  	#NOME?	0.00626	0.00003	0.00421	0.00497	0.01036	0	0
132.78355	24.9261	39.67134	39.53786	26.75479	-1.18512	0.04984	1.385	1.41874	-3.02442	0.06438	-0.08572	-23.13059	-0.66176	418.72415	408.76673	-18368.43727	-9585.3186	Inf  	#NOME?	0.00627	0.00003	0.00421	0.00496	0.01036	0	0
133.78414	24.93407	39.67225	39.53894	26.76121	-1.18512	0.0478	1.38421	1.41895	-3.02442	0.06335	-0.0857	-23.11089	-0.66088	418.78733	408.53387	-18371.48202	-9585.49699	Inf  	#NOME?	0.00627	0.00003	0.0042	0.00492	0.01035	0	0
134.78472	24.94215	39.67349	39.53961	26.76643	-1.18512	0.05004	1.38406	1.42074	-3.02442	0.06533	-0.08566	-23.07462	-0.6637	419.31593	408.49006	-18374.29391	-9585.66855	Inf  	#NOME?	0.00627	0.00003	0.00421	0.00496	0.01035	0	0
135.78504	24.95001	39.67503	39.54028	26.77267	-1.18512	0.05052	1.3852	1.41667	-3.02442	0.06526	-0.0857	-23.05417	-0.66804	418.11544	408.82756	-18377.27732	-9585.86611	Inf  	#NOME?	0.00627	0.00003	0.00421	0.00497	0.01036	0	0
136.78633	24.95898	39.6752	39.54154	26.77928	-1.18512	0.05006	1.38436	1.42105	-3.02442	0.0646	-0.08564	-23.0244	-0.66263	419.40763	408.57859	-18380.57439	-9585.99477	Inf  	#NOME?	0.00627	0.00003	0.00421	0.00496	0.01035	0	0
137.78641	24.96704	39.67658	39.5421	26.7842	-1.18512	0.05017	1.38431	1.42105	-3.02442	0.06626	-0.08563	-22.98469	-0.66665	419.40759	408.56237	-18383.31924	-9586.16856	Inf  	#NOME?	0.00627	0.00003	0.00421	0.00496	0.01035	0	0
138.78659	24.97574	39.67762	39.54312	26.78953	-1.18512	0.05058	1.38432	1.41911	-3.02442	0.06512	-0.08565	-22.94205	-0.6668	418.83503	408.56698	-18386.28821	-9586.35328	Inf  	#NOME?	0.00627	0.00003	0.00421	0.00497	0.01035	0	0
139.78964	24.98475	39.6784	39.54467	26.7963	-1.18512	0.05137	1.38454	1.42033	-3.02442	0.06402	-0.08567	-22.91368	-0.66295	419.19413	408.63015	-18389.62725	-9586.56159	Inf  	#NOME?	0.00627	0.00003	0.0042	0.00499	0.01035	0	0
140.78965	24.99312	39.67921	39.54607	26.80234	-1.18512	0.05063	1.38413	1.42258	-3.02442	0.06618	-0.08564	-22.88423	-0.66004	419.85993	408.51204	-18392.67474	-9586.75929	Inf  	#NOME?	0.00628	0.00003	0.00421	0.00497	0.01035	0	0
141.78982	25.0007	39.68114	39.54697	26.80857	-1.18512	0.05072	1.38375	1.4201	-3.02442	0.0651	-0.08567	-22.86714	-0.66514	419.12601	408.39725	-18395.60069	-9587.01348	Inf  	#NOME?	0.00627	0.00003	0.00421	0.00497	0.01035	0	0
142.78969	25.00926	39.68186	39.54811	26.81421	-1.18512	0.04927	1.38537	1.41945	-3.02442	0.06486	-0.08571	-22.8302	-0.66307	418.93369	408.87526	-18398.60322	-9587.1802	Inf  	#NOME?	0.00627	0.00003	0.00421	0.00495	0.01036	0	0
143.78977	25.01841	39.68282	39.54935	26.82127	-1.18512	0.04947	1.38314	1.41811	-3.02442	0.06454	-0.08572	-22.80383	-0.66163	418.53888	408.21749	-18402.03456	-9587.37728	Inf  	#NOME?	0.00627	0.00003	0.00421	0.00495	0.01035	0	0
144.7897	25.02686	39.68384	39.5503	26.8261	-1.18512	0.04884	1.38249	1.41965	-3.02442	0.06618	-0.08565	-22.75795	-0.66203	418.99343	408.02802	-18404.84423	-9587.55429	Inf  	#NOME?	0.00627	0.00003	0.00421	0.00494	0.01034	0	0
145.78979	25.0345	39.68455	39.55221	26.83297	-1.18512	0.04988	1.38152	1.41468	-3.02442	0.06486	-0.08568	-22.74831	-0.65604	417.52807	407.73924	-18407.91731	-9587.78882	Inf  	#NOME?	0.00626	0.00003	0.00421	0.00496	0.01034	0	0
146.7909	25.04194	39.68616	39.55298	26.83995	-1.18512	0.0498	1.381	1.41876	-3.02442	0.06513	-0.08568	-22.74241	-0.66022	418.72998	407.58727	-18410.96969	-9588.0021	Inf  	#NOME?	0.00627	0.00003	0.00421	0.00496	0.01034	0	0
147.79069	25.0508	39.6881	39.55488	26.84778	-1.18512	0.05008	1.3825	1.41872	-3.02442	0.06466	-0.08567	-22.72931	-0.66044	418.71881	408.02886	-18414.5038	-9588.34555	Inf  	#NOME?	0.00627	0.00003	0.00421	0.00496	0.01034	0	0
148.79118	25.05941	39.68982	39.55588	26.85427	-1.18512	0.0512	1.38234	1.41651	-3.02442	0.0648	-0.08568	-22.70247	-0.66402	418.06706	407.98269	-18417.69982	-9588.59009	Inf  	#NOME?	0.00627	0.00003	0.00421	0.00498	0.01034	0	0
149.7918	25.06714	39.68955	39.55644	26.8598	-1.18512	0.05035	1.38247	1.41796	-3.02442	0.06434	-0.08566	-22.67478	-0.6599	418.49581	408.02096	-18420.50684	-9588.6162	Inf  	#NOME?	0.00627	0.00003	0.00421	0.00497	0.01034	0	0
150.79195	25.07537	39.69096	39.55741	26.86706	-1.18512	0.05033	1.38315	1.41819	-3.02442	0.06536	-0.08569	-22.66246	-0.66208	418.56392	408.22072	-18423.78708	-9588.82992	Inf  	#NOME?	0.00627	0.00003	0.00421	0.00497	0.01035	0	0
151.79212	25.08426	39.69257	39.55848	26.87333	-1.18512	0.05049	1.38287	1.41758	-3.02442	0.06531	-0.08569	-22.62933	-0.66473	418.38308	408.13751	-18426.99617	-9589.06958	Inf  	#NOME?	0.00627	0.00003	0.00421	0.00497	0.01035	0	0
152.7921	25.09288	39.69353	39.56103	26.87987	-1.18512	0.04897	1.38266	1.41884	-3.02442	0.06565	-0.08568	-22.6031	-0.65684	418.75353	408.07638	-18430.208	-9589.38397	Inf  	#NOME?	0.00627	0.00003	0.00421	0.00494	0.01035	0	0
153.79243	25.10167	39.69504	39.56249	26.88578	-1.18512	0.04851	1.38337	1.41994	-3.02442	0.06556	-0.08569	-22.56653	-0.6571	419.08055	408.28569	-18433.32091	-9589.6495	Inf  	#NOME?	0.00627	0.00003	0.00421	0.00493	0.01035	0	0
154.79302	25.10968	39.69597	39.56396	26.89094	-1.18512	0.05009	1.38226	1.41936	-3.02442	0.06452	-0.0857	-22.53054	-0.65442	418.90703	407.95926	-18436.11166	-9589.86569	Inf  	#NOME?	0.00627	0.00003	0.00421	0.00496	0.01034	0	0
155.79461	25.11852	39.69767	39.56501	26.89883	-1.18512	0.05049	1.38215	1.41924	-3.02442	0.06687	-0.0857	-22.51849	-0.65769	418.87164	407.92628	-18439.65592	-9590.11156	Inf  	#NOME?	0.00627	0.00003	0.00421	0.00497	0.01034	0	0
156.79489	25.12765	39.69922	39.56661	26.90581	-1.18512	0.04964	1.38351	1.41534	-3.02442	0.06574	-0.08568	-22.49135	-0.65744	417.72124	408.32756	-18443.06852	-9590.39394	Inf  	#NOME?	0.00626	0.00003	0.00421	0.00495	0.01035	0	0
157.79523	25.13648	39.70081	39.56711	26.91241	-1.18512	0.04989	1.38183	1.41715	-3.02442	0.06444	-0.08567	-22.46308	-0.66281	418.25567	407.83121	-18446.33589	-9590.58123	Inf  	#NOME?	0.00627	0.00003	0.00421	0.00496	0.01034	0	0
